PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=2.5999e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	3.05129e+02	1.96385e+01	3.27762e-05	1.41459e-11	2.40379e+02	-3.73484e+03	2.59905e+02	6.43613e-02
2.14286e+06	3.08837e+02	1.84237e+01	2.19634e-05	1.43178e-11	3.08357e+02	-5.16900e+03	2.59907e+02	5.96551e-02
1.53061e+06	3.12475e+02	1.77567e+01	1.51202e-05	1.44865e-11	4.06573e+02	-7.15469e+03	2.59909e+02	5.68260e-02
1.09329e+06	3.16385e+02	1.76965e+01	1.07635e-05	1.46677e-11	5.53395e+02	-9.89380e+03	2.59914e+02	5.59336e-02
7.80925e+05	3.20146e+02	1.73793e+01	7.55043e-06	1.48421e-11	7.43226e+02	-1.36910e+04	2.59916e+02	5.42856e-02
5.57803e+05	3.23746e+02	1.71734e+01	5.32925e-06	1.50090e-11	1.00558e+03	-1.89569e+04	2.59921e+02	5.30458e-02
3.98431e+05	3.27359e+02	1.70071e+01	3.76974e-06	1.51765e-11	1.36374e+03	-2.62497e+04	2.59923e+02	5.19524e-02
2.84594e+05	3.30963e+02	1.68287e+01	2.66444e-06	1.53436e-11	1.84850e+03	-3.63535e+04	2.59932e+02	5.08478e-02
2.03281e+05	3.34547e+02	1.67144e+01	1.89024e-06	1.55098e-11	2.51576e+03	-5.03541e+04	2.59944e+02	4.99613e-02
1.45201e+05	3.38083e+02	1.65813e+01	1.33942e-06	1.56737e-11	3.42162e+03	-6.97648e+04	2.59946e+02	4.90450e-02
1.03715e+05	3.41639e+02	1.64671e+01	9.50140e-07	1.58386e-11	4.65914e+03	-9.66620e+04	2.59955e+02	4.82003e-02
7.40820e+04	3.45197e+02	1.63726e+01	6.74777e-07	1.60035e-11	6.35282e+03	-1.33942e+05	2.59962e+02	4.74297e-02
5.29157e+04	3.48658e+02	1.62517e+01	4.78425e-07	1.61639e-11	8.65458e+03	-1.85672e+05	2.59964e+02	4.66123e-02
