PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=2.9895e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	1.90651e+03	4.14283e+02	6.91428e-04	8.83869e-11	1.24546e+02	-5.73157e+02	2.98996e+02	2.17299e-01
2.14286e+06	1.97649e+03	3.97699e+02	4.74107e-04	9.16309e-11	1.56750e+02	-7.79019e+02	2.98990e+02	2.01215e-01
1.53061e+06	2.05351e+03	3.77516e+02	3.21462e-04	9.52016e-11	1.94230e+02	-1.05651e+03	2.98983e+02	1.83840e-01
1.09329e+06	2.12917e+03	3.62090e+02	2.20233e-04	9.87094e-11	2.43752e+02	-1.43332e+03	2.98979e+02	1.70062e-01
7.80925e+05	2.19915e+03	3.49266e+02	1.51738e-04	1.01954e-10	3.09665e+02	-1.94980e+03	2.98977e+02	1.58819e-01
5.57803e+05	2.26972e+03	3.38316e+02	1.04986e-04	1.05225e-10	3.95389e+02	-2.65262e+03	2.98976e+02	1.49056e-01
3.98431e+05	2.33809e+03	3.29030e+02	7.29319e-05	1.08395e-10	5.08527e+02	-3.61360e+03	2.98975e+02	1.40726e-01
2.84594e+05	2.40807e+03	3.21056e+02	5.08318e-05	1.11639e-10	6.56204e+02	-4.92183e+03	2.98973e+02	1.33325e-01
2.03281e+05	2.47417e+03	3.13488e+02	3.54525e-05	1.14704e-10	8.51176e+02	-6.71782e+03	2.98971e+02	1.26704e-01
1.45201e+05	2.53916e+03	3.06445e+02	2.47543e-05	1.17717e-10	1.10763e+03	-9.17768e+03	2.98969e+02	1.20688e-01
1.03715e+05	2.60309e+03	2.99356e+02	1.72726e-05	1.20681e-10	1.44322e+03	-1.25498e+04	2.98968e+02	1.15000e-01
7.40820e+04	2.66553e+03	2.92267e+02	1.20454e-05	1.23575e-10	1.88357e+03	-1.71785e+04	2.98966e+02	1.09647e-01
5.29157e+04	2.72668e+03	2.85005e+02	8.39008e-06	1.26410e-10	2.46010e+03	-2.35361e+04	2.98964e+02	1.04524e-01
3.77969e+04	2.78608e+03	2.77447e+02	5.83400e-06	1.29164e-10	3.21457e+03	-3.22802e+04	2.98963e+02	9.95833e-02
2.69978e+04	2.84389e+03	2.69808e+02	4.05241e-06	1.31844e-10	4.20418e+03	-4.43138e+04	2.98962e+02	9.48729e-02
1.92842e+04	2.89988e+03	2.61888e+02	2.80961e-06	1.34440e-10	5.49921e+03	-6.08926e+04	2.98959e+02	9.03101e-02
1.37744e+04	2.95177e+03	2.53767e+02	1.94463e-06	1.36845e-10	7.20562e+03	-8.38145e+04	2.98957e+02	8.59710e-02
9.83886e+03	3.00440e+03	2.45744e+02	1.34511e-06	1.39285e-10	9.43626e+03	-1.15365e+05	2.98958e+02	8.17948e-02
7.02775e+03	3.05495e+03	2.37561e+02	9.28796e-07	1.41629e-10	1.23596e+04	-1.58940e+05	2.98952e+02	7.77626e-02
5.01983e+03	3.10368e+03	2.29440e+02	6.40747e-07	1.43888e-10	1.62006e+04	-2.19149e+05	2.98953e+02	7.39250e-02
3.58559e+03	3.15041e+03	2.21449e+02	4.41737e-07	1.46055e-10	2.12574e+04	-3.02415e+05	2.98947e+02	7.02921e-02
2.56114e+03	3.19518e+03	2.13683e+02	3.04461e-07	1.48130e-10	2.79306e+04	-4.17644e+05	2.98947e+02	6.68766e-02
1.82938e+03	3.23788e+03	2.06095e+02	2.09749e-07	1.50110e-10	3.67414e+04	-5.77232e+05	2.98944e+02	6.36511e-02
1.30670e+03	3.27902e+03	1.99169e+02	1.44787e-07	1.52017e-10	4.84876e+04	-7.98274e+05	2.98942e+02	6.07405e-02
9.33358e+02	3.31895e+03	1.93041e+02	1.00237e-07	1.53868e-10	6.42397e+04	-1.10448e+06	2.98941e+02	5.81631e-02
6.66685e+02	3.35744e+03	1.87448e+02	6.95232e-08	1.55653e-10	8.53618e+04	-1.52894e+06	2.98940e+02	5.58305e-02
4.76203e+02	3.39397e+03	1.82358e+02	4.83111e-08	1.57346e-10	1.13799e+05	-2.11797e+06	2.98936e+02	5.37301e-02
3.40145e+02	3.42990e+03	1.78204e+02	3.37219e-08	1.59012e-10	1.52472e+05	-2.93464e+06	2.98934e+02	5.19561e-02
2.42961e+02	3.46494e+03	1.74576e+02	2.35966e-08	1.60636e-10	2.04941e+05	-4.06761e+06	2.98933e+02	5.03836e-02
1.73543e+02	3.50226e+03	1.72040e+02	1.66099e-08	1.62366e-10	2.76790e+05	-5.63468e+06	2.98930e+02	4.91225e-02
1.23960e+02	3.53634e+03	1.69419e+02	1.16835e-08	1.63947e-10	3.74327e+05	-7.81344e+06	2.98928e+02	4.79081e-02
8.85426e+01	3.57006e+03	1.67128e+02	8.23249e-09	1.65510e-10	5.07304e+05	-1.08366e+07	2.98927e+02	4.68139e-02
6.32447e+01	3.60296e+03	1.65049e+02	5.80721e-09	1.67035e-10	6.88704e+05	-1.50341e+07	2.98923e+02	4.58094e-02
4.51748e+01	3.63532e+03	1.63624e+02	4.11219e-09	1.68535e-10	9.38989e+05	-2.08619e+07	2.98924e+02	4.50097e-02
3.22677e+01	3.66700e+03	1.63259e+02	2.93073e-09	1.70004e-10	1.28914e+06	-2.89556e+07	2.98920e+02	4.45212e-02
2.30484e+01	3.69808e+03	1.64610e+02	2.11069e-09	1.71445e-10	1.78927e+06	-4.01972e+07	2.98921e+02	4.45122e-02
1.64631e+01	3.72820e+03	1.65639e+02	1.51707e-09	1.72841e-10	2.48010e+06	-5.58219e+07	2.98920e+02	4.44288e-02
1.17594e+01	3.75906e+03	1.69134e+02	1.10648e-09	1.74272e-10	3.48724e+06	-7.75050e+07	2.98918e+02	4.49937e-02
8.39955e+00	3.79138e+03	1.75386e+02	8.19560e-10	1.75770e-10	4.97610e+06	-1.07570e+08	2.98919e+02	4.62592e-02
5.99968e+00	3.82333e+03	1.82468e+02	6.09037e-10	1.77251e-10	7.12624e+06	-1.49319e+08	2.98920e+02	4.77249e-02
4.28548e+00	3.85815e+03	1.92695e+02	4.59410e-10	1.78866e-10	1.03443e+07	-2.07115e+08	2.98920e+02	4.99450e-02
3.06106e+00	3.89625e+03	2.05993e+02	3.50795e-10	1.80632e-10	1.51756e+07	-2.87039e+08	2.98921e+02	5.28696e-02
2.18647e+00	3.93802e+03	2.19844e+02	2.67416e-10	1.82568e-10	2.21889e+07	-3.97466e+08	2.98922e+02	5.58260e-02
1.56176e+00	3.98781e+03	2.32356e+02	2.01883e-10	1.84877e-10	3.20089e+07	-5.49352e+08	2.98924e+02	5.82667e-02
1.11555e+00	4.03733e+03	2.41490e+02	1.49870e-10	1.87173e-10	4.54300e+07	-7.59519e+08	2.98925e+02	5.98142e-02
7.96819e-01	4.09187e+03	2.44572e+02	1.08417e-10	1.89701e-10	6.27088e+07	-1.04916e+09	2.98927e+02	5.97704e-02
5.69156e-01	4.14219e+03	2.45375e+02	7.76948e-11	1.92034e-10	8.59587e+07	-1.45107e+09	2.98932e+02	5.92381e-02
4.06540e-01	4.18834e+03	2.42789e+02	5.49114e-11	1.94174e-10	1.16481e+08	-2.00941e+09	2.98946e+02	5.79679e-02
2.90386e-01	4.23273e+03	2.40090e+02	3.87863e-11	1.96231e-10	1.57919e+08	-2.78408e+09	2.98954e+02	5.67222e-02
2.07419e-01	4.26835e+03	2.40003e+02	2.76945e-11	1.97883e-10	2.17346e+08	-3.86540e+09	2.98959e+02	5.62286e-02
1.48156e-01	4.30496e+03	2.40010e+02	1.97823e-11	1.99580e-10	2.99155e+08	-5.36582e+09	2.98968e+02	5.57519e-02
1.05826e-01	4.33921e+03	2.39078e+02	1.40754e-11	2.01168e-10	4.10661e+08	-7.45339e+09	2.98985e+02	5.50972e-02
7.55898e-02	4.37087e+03	2.41157e+02	1.01413e-11	2.02636e-10	5.71547e+08	-1.03591e+10	2.99004e+02	5.51736e-02
5.39927e-02	4.40912e+03	2.47423e+02	7.43198e-12	2.04409e-10	8.06690e+08	-1.43754e+10	2.99011e+02	5.61161e-02
3.85662e-02	4.43975e+03	2.51354e+02	5.39289e-12	2.05829e-10	1.13147e+09	-1.99856e+10	2.98994e+02	5.66144e-02
2.75473e-02	4.47820e+03	2.59855e+02	3.98236e-12	2.07611e-10	1.60938e+09	-2.77351e+10	2.99008e+02	5.80268e-02
1.96766e-02	4.50241e+03	2.62157e+02	2.86974e-12	2.08734e-10	2.24866e+09	-3.86194e+10	2.99003e+02	5.82260e-02
1.00000e-02	4.57700e+03	2.81452e+02	1.56579e-12	2.12192e-10	4.59490e+09	-7.47227e+10	2.98980e+02	6.14927e-02
