PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.2396e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	2.11960e+03	2.51377e+02	4.19542e-04	9.82655e-11	6.31399e+01	-5.32392e+02	3.23903e+02	1.18597e-01
2.14286e+06	2.14549e+03	2.03775e+02	2.42926e-04	9.94660e-11	7.02874e+01	-7.40035e+02	3.23904e+02	9.49785e-02
1.53061e+06	2.17261e+03	1.70636e+02	1.45299e-04	1.00723e-10	8.05825e+01	-1.02602e+03	3.23905e+02	7.85393e-02
1.09329e+06	2.19742e+03	1.46419e+02	8.90558e-05	1.01874e-10	9.47937e+01	-1.42265e+03	3.23909e+02	6.66319e-02
7.80925e+05	2.21662e+03	1.28396e+02	5.57814e-05	1.02764e-10	1.14493e+02	-1.97659e+03	3.23910e+02	5.79242e-02
5.57803e+05	2.23662e+03	1.13960e+02	3.53642e-05	1.03691e-10	1.39842e+02	-2.74457e+03	3.23912e+02	5.09522e-02
3.98431e+05	2.25504e+03	1.02678e+02	2.27593e-05	1.04545e-10	1.73615e+02	-3.81298e+03	3.23915e+02	4.55325e-02
2.84594e+05	2.27257e+03	9.35788e+01	1.48160e-05	1.05358e-10	2.18199e+02	-5.29900e+03	3.23918e+02	4.11775e-02
2.03281e+05	2.28899e+03	8.60225e+01	9.72833e-06	1.06119e-10	2.76877e+02	-7.36747e+03	3.23920e+02	3.75810e-02
1.45201e+05	2.30456e+03	7.97493e+01	6.44206e-06	1.06841e-10	3.54596e+02	-1.02470e+04	3.23923e+02	3.46050e-02
1.03715e+05	2.31961e+03	7.42945e+01	4.28673e-06	1.07538e-10	4.56576e+02	-1.42551e+04	3.23925e+02	3.20289e-02
7.40820e+04	2.33362e+03	6.94753e+01	2.86334e-06	1.08188e-10	5.90670e+02	-1.98401e+04	3.23928e+02	2.97715e-02
5.29157e+04	2.34684e+03	6.53986e+01	1.92523e-06	1.08801e-10	7.69751e+02	-2.76227e+04	3.23931e+02	2.78666e-02
3.77969e+04	2.35928e+03	6.17315e+01	1.29805e-06	1.09377e-10	1.00662e+03	-3.84715e+04	3.23932e+02	2.61654e-02
2.69978e+04	2.37124e+03	5.86108e+01	8.80309e-07	1.09932e-10	1.32466e+03	-5.35924e+04	3.23934e+02	2.47174e-02
1.92842e+04	2.38498e+03	5.59345e+01	6.00081e-07	1.10569e-10	1.74961e+03	-7.46015e+04	3.23937e+02	2.34528e-02
1.37744e+04	2.39590e+03	5.35436e+01	4.10308e-07	1.11075e-10	2.32355e+03	-1.03971e+05	3.23938e+02	2.23480e-02
9.83886e+03	2.40660e+03	5.13733e+01	2.81197e-07	1.11571e-10	3.09357e+03	-1.44919e+05	3.23942e+02	2.13469e-02
7.02775e+03	2.41640e+03	4.95087e+01	1.93565e-07	1.12025e-10	4.14018e+03	-2.02072e+05	3.23943e+02	2.04887e-02
5.01983e+03	2.42620e+03	4.80019e+01	1.34053e-07	1.12480e-10	5.57467e+03	-2.81765e+05	3.23945e+02	1.97848e-02
3.58559e+03	2.43541e+03	4.68119e+01	9.33783e-08	1.12907e-10	7.55377e+03	-3.92988e+05	3.23946e+02	1.92214e-02
2.56114e+03	2.44462e+03	4.59561e+01	6.54794e-08	1.13334e-10	1.03040e+04	-5.48119e+05	3.23949e+02	1.87989e-02
1.82938e+03	2.45361e+03	4.52741e+01	4.60769e-08	1.13751e-10	1.41078e+04	-7.64564e+05	3.23953e+02	1.84520e-02
1.30670e+03	2.46256e+03	4.50028e+01	3.27149e-08	1.14166e-10	1.94901e+04	-1.06651e+06	3.23953e+02	1.82748e-02
9.33358e+02	2.47157e+03	4.48365e+01	2.32814e-08	1.14583e-10	2.69878e+04	-1.48768e+06	3.23955e+02	1.81409e-02
6.66685e+02	2.48075e+03	4.50683e+01	1.67156e-08	1.15009e-10	3.76976e+04	-2.07503e+06	3.23957e+02	1.81672e-02
4.76203e+02	2.48988e+03	4.53936e+01	1.20259e-08	1.15432e-10	5.27682e+04	-2.89439e+06	3.23959e+02	1.82312e-02
3.40145e+02	2.49948e+03	4.59369e+01	8.69272e-09	1.15877e-10	7.41864e+04	-4.03656e+06	3.23962e+02	1.83786e-02
2.42961e+02	2.50873e+03	4.63433e+01	6.26401e-09	1.16306e-10	1.04008e+05	-5.63033e+06	3.23961e+02	1.84728e-02
1.73543e+02	2.51827e+03	4.68800e+01	4.52611e-09	1.16748e-10	1.46183e+05	-7.85257e+06	3.23963e+02	1.86160e-02
1.23960e+02	2.52768e+03	4.74615e+01	3.27304e-09	1.17185e-10	2.05653e+05	-1.09526e+07	3.23963e+02	1.87767e-02
8.85426e+01	2.53696e+03	4.82898e+01	2.37869e-09	1.17615e-10	2.90797e+05	-1.52774e+07	3.23966e+02	1.90345e-02
6.32447e+01	2.54629e+03	4.96052e+01	1.74534e-09	1.18047e-10	4.15140e+05	-2.13096e+07	3.23966e+02	1.94814e-02
4.51748e+01	2.55568e+03	5.15389e+01	1.29527e-09	1.18483e-10	5.99406e+05	-2.97230e+07	3.23968e+02	2.01664e-02
3.22677e+01	2.56544e+03	5.43833e+01	9.76254e-10	1.18935e-10	8.78719e+05	-4.14521e+07	3.23969e+02	2.11984e-02
2.30484e+01	2.57575e+03	5.82147e+01	7.46453e-10	1.19413e-10	1.30628e+06	-5.77972e+07	3.23970e+02	2.26011e-02
1.64631e+01	2.58676e+03	6.34022e+01	5.80692e-10	1.19923e-10	1.97466e+06	-8.05644e+07	3.23972e+02	2.45103e-02
1.17594e+01	2.59906e+03	6.95519e+01	4.55011e-10	1.20494e-10	3.00367e+06	-1.12243e+08	3.23973e+02	2.67603e-02
8.39955e+00	2.61407e+03	7.70599e+01	3.60092e-10	1.21190e-10	4.60504e+06	-1.56215e+08	3.23975e+02	2.94789e-02
5.99968e+00	2.63206e+03	8.51313e+01	2.84149e-10	1.22024e-10	7.02404e+06	-2.17167e+08	3.23977e+02	3.23439e-02
4.28548e+00	2.65276e+03	9.14740e+01	2.18085e-10	1.22983e-10	1.04006e+07	-3.01619e+08	3.23980e+02	3.44826e-02
