PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.1996e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	2.24574e+03	2.87323e+02	4.79536e-04	1.04114e-10	6.41431e+01	-5.01348e+02	3.19903e+02	1.27941e-01
2.14286e+06	2.27635e+03	2.33783e+02	2.78699e-04	1.05533e-10	7.15249e+01	-6.96439e+02	3.19905e+02	1.02701e-01
1.53061e+06	2.30834e+03	1.96505e+02	1.67327e-04	1.07016e-10	8.21190e+01	-9.64653e+02	3.19906e+02	8.51281e-02
1.09329e+06	2.33706e+03	1.69228e+02	1.02929e-04	1.08347e-10	9.67821e+01	-1.33658e+03	3.19912e+02	7.24105e-02
7.80925e+05	2.35985e+03	1.48879e+02	6.46801e-05	1.09404e-10	1.17058e+02	-1.85547e+03	3.19912e+02	6.30882e-02
5.57803e+05	2.38538e+03	1.33013e+02	4.12767e-05	1.10587e-10	1.43424e+02	-2.57209e+03	3.19914e+02	5.57619e-02
3.98431e+05	2.40730e+03	1.20532e+02	2.67169e-05	1.11604e-10	1.78762e+02	-3.57028e+03	3.19915e+02	5.00696e-02
2.84594e+05	2.42802e+03	1.10625e+02	1.75149e-05	1.12564e-10	2.25889e+02	-4.95786e+03	3.19918e+02	4.55619e-02
2.03281e+05	2.44787e+03	1.02400e+02	1.15805e-05	1.13484e-10	2.88099e+02	-6.88697e+03	3.19919e+02	4.18325e-02
1.45201e+05	2.46681e+03	9.55499e+01	7.71842e-06	1.14362e-10	3.70691e+02	-9.57010e+03	3.19921e+02	3.87342e-02
1.03715e+05	2.48472e+03	8.96028e+01	5.17001e-06	1.15193e-10	4.79771e+02	-1.33042e+04	3.19925e+02	3.60615e-02
7.40820e+04	2.50199e+03	8.44109e+01	3.47889e-06	1.15994e-10	6.24153e+02	-1.85003e+04	3.19927e+02	3.37374e-02
5.29157e+04	2.51816e+03	7.98155e+01	2.34964e-06	1.16743e-10	8.15775e+02	-2.57376e+04	3.19928e+02	3.16959e-02
3.77969e+04	2.53388e+03	7.56775e+01	1.59130e-06	1.17472e-10	1.06961e+03	-3.58131e+04	3.19930e+02	2.98663e-02
2.69978e+04	2.54862e+03	7.20914e+01	1.08278e-06	1.18155e-10	1.41017e+03	-4.98530e+04	3.19932e+02	2.82865e-02
1.92842e+04	2.56290e+03	6.89014e+01	7.39193e-07	1.18817e-10	1.86604e+03	-6.94105e+04	3.19933e+02	2.68841e-02
1.37744e+04	2.57641e+03	6.60504e+01	5.06148e-07	1.19444e-10	2.47833e+03	-9.66716e+04	3.19934e+02	2.56366e-02
9.83886e+03	2.58967e+03	6.34523e+01	3.47313e-07	1.20058e-10	3.29934e+03	-1.34655e+05	3.19935e+02	2.45021e-02
7.02775e+03	2.60216e+03	6.11592e+01	2.39116e-07	1.20638e-10	4.40969e+03	-1.87621e+05	3.19936e+02	2.35032e-02
5.01983e+03	2.61421e+03	5.92282e+01	1.65404e-07	1.21196e-10	5.92389e+03	-2.61469e+05	3.19938e+02	2.26562e-02
3.58559e+03	2.62586e+03	5.75290e+01	1.14756e-07	1.21736e-10	7.98448e+03	-3.64445e+05	3.19940e+02	2.19086e-02
2.56114e+03	2.63709e+03	5.61894e+01	8.00601e-08	1.22257e-10	1.08255e+04	-5.08063e+05	3.19939e+02	2.13074e-02
1.82938e+03	2.64823e+03	5.52776e+01	5.62578e-08	1.22773e-10	1.47849e+04	-7.08310e+05	3.19942e+02	2.08734e-02
1.30670e+03	2.65925e+03	5.45396e+01	3.96477e-08	1.23284e-10	2.02539e+04	-9.87539e+05	3.19944e+02	2.05094e-02
9.33358e+02	2.67017e+03	5.41677e+01	2.81266e-08	1.23790e-10	2.79324e+04	-1.37691e+06	3.19942e+02	2.02862e-02
6.66685e+02	2.68122e+03	5.41716e+01	2.00919e-08	1.24303e-10	3.87865e+04	-1.91974e+06	3.19946e+02	2.02041e-02
4.76203e+02	2.69215e+03	5.42521e+01	1.43727e-08	1.24809e-10	5.39413e+04	-2.67673e+06	3.19946e+02	2.01520e-02
3.40145e+02	2.70313e+03	5.45155e+01	1.03160e-08	1.25319e-10	7.52690e+04	-3.73219e+06	3.19949e+02	2.01675e-02
2.42961e+02	2.71426e+03	5.48107e+01	7.40851e-09	1.25835e-10	1.05080e+05	-5.20363e+06	3.19950e+02	2.01936e-02
1.73543e+02	2.72544e+03	5.50881e+01	5.31857e-09	1.26353e-10	1.46646e+05	-7.25522e+06	3.19954e+02	2.02126e-02
1.23960e+02	2.73649e+03	5.53930e+01	3.82001e-09	1.26865e-10	2.04778e+05	-1.01163e+07	3.19956e+02	2.02424e-02
8.85426e+01	2.74751e+03	5.60113e+01	2.75904e-09	1.27376e-10	2.87565e+05	-1.41059e+07	3.19956e+02	2.03862e-02
6.32447e+01	2.75844e+03	5.69905e+01	2.00519e-09	1.27883e-10	4.06385e+05	-1.96698e+07	3.19958e+02	2.06604e-02
4.51748e+01	2.76936e+03	5.87068e+01	1.47541e-09	1.28389e-10	5.81448e+05	-2.74285e+07	3.19960e+02	2.11987e-02
3.22677e+01	2.78022e+03	6.10074e+01	1.09516e-09	1.28892e-10	8.39302e+05	-3.82486e+07	3.19961e+02	2.19433e-02
2.30484e+01	2.79163e+03	6.45247e+01	8.27361e-10	1.29422e-10	1.23256e+06	-5.33263e+07	3.19963e+02	2.31136e-02
1.64631e+01	2.80375e+03	6.89850e+01	6.31823e-10	1.29983e-10	1.82882e+06	-7.43288e+07	3.19965e+02	2.46045e-02
1.17594e+01	2.81698e+03	7.51057e+01	4.91345e-10	1.30596e-10	2.76113e+06	-1.03561e+08	3.19967e+02	2.66618e-02
8.39955e+00	2.83207e+03	8.24253e+01	3.85164e-10	1.31296e-10	4.19662e+06	-1.44193e+08	3.19968e+02	2.91042e-02
5.99968e+00	2.84995e+03	9.06681e+01	3.02630e-10	1.32125e-10	6.38092e+06	-2.00570e+08	3.19971e+02	3.18139e-02
4.28548e+00	2.87110e+03	9.88564e+01	2.35686e-10	1.33106e-10	9.59545e+06	-2.78682e+08	3.19975e+02	3.44315e-02
3.06106e+00	2.89523e+03	1.05143e+02	1.79052e-10	1.34224e-10	1.40488e+07	-3.86852e+08	3.19979e+02	3.63158e-02
2.18647e+00	2.92246e+03	1.08871e+02	1.32430e-10	1.35487e-10	1.99867e+07	-5.36509e+08	3.19984e+02	3.72532e-02
1.56176e+00	2.94643e+03	1.07174e+02	9.31185e-11	1.36598e-10	2.71007e+07	-7.45051e+08	3.19987e+02	3.63743e-02
1.11555e+00	2.97078e+03	1.03269e+02	6.40893e-11	1.37727e-10	3.59656e+07	-1.03464e+09	3.19993e+02	3.47614e-02
7.96819e-01	2.99187e+03	9.67262e+01	4.28779e-11	1.38705e-10	4.65069e+07	-1.43852e+09	3.19992e+02	3.23297e-02
5.69156e-01	3.01199e+03	9.32932e+01	2.95400e-11	1.39637e-10	6.19679e+07	-2.00065e+09	3.20001e+02	3.09739e-02
4.06540e-01	3.02918e+03	8.86542e+01	2.00508e-11	1.40434e-10	8.15164e+07	-2.78530e+09	3.20012e+02	2.92667e-02
2.90386e-01	3.04635e+03	8.53741e+01	1.37921e-11	1.41230e-10	1.08673e+08	-3.87771e+09	3.20013e+02	2.80250e-02
2.07419e-01	3.06220e+03	8.33331e+01	9.61600e-12	1.41965e-10	1.46978e+08	-5.40094e+09	3.20017e+02	2.72135e-02
1.48156e-01	3.07691e+03	8.10976e+01	6.68431e-12	1.42647e-10	1.98349e+08	-7.52552e+09	3.20027e+02	2.63569e-02
1.05826e-01	3.09255e+03	7.96575e+01	4.68972e-12	1.43372e-10	2.70013e+08	-1.04828e+10	3.20014e+02	2.57578e-02
7.55898e-02	3.10883e+03	7.94182e+01	3.33974e-12	1.44127e-10	3.72950e+08	-1.45992e+10	3.20000e+02	2.55460e-02
5.39927e-02	3.12423e+03	7.89088e+01	2.37023e-12	1.44841e-10	5.13689e+08	-2.03384e+10	3.19991e+02	2.52571e-02
3.85662e-02	3.13993e+03	7.87551e+01	1.68972e-12	1.45569e-10	7.10610e+08	-2.83317e+10	3.20003e+02	2.50818e-02
2.75473e-02	3.15147e+03	7.82924e+01	1.19985e-12	1.46104e-10	9.81789e+08	-3.95195e+10	3.19991e+02	2.48431e-02
1.96766e-02	3.16780e+03	7.77207e+01	8.50780e-13	1.46861e-10	1.35045e+09	-5.50429e+10	3.20009e+02	2.45346e-02
1.00000e-02	3.19545e+03	7.80449e+01	4.34184e-13	1.48142e-10	2.62238e+09	-1.07370e+11	3.20005e+02	2.44238e-02
