PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.5002e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	1.48240e+03	1.15309e+02	1.92448e-04	6.87247e-11	5.96849e+01	-7.67302e+02	3.50014e+02	7.77855e-02
2.14286e+06	1.48909e+03	9.54207e+01	1.13754e-04	6.90349e-11	6.86595e+01	-1.07147e+03	3.50016e+02	6.40799e-02
1.53061e+06	1.49995e+03	7.74512e+01	6.59512e-05	6.95383e-11	7.70064e+01	-1.49133e+03	3.50019e+02	5.16360e-02
1.09329e+06	1.51007e+03	6.44494e+01	3.91999e-05	7.00078e-11	8.85863e+01	-2.07561e+03	3.50021e+02	4.26796e-02
7.80925e+05	1.51685e+03	5.46072e+01	2.37240e-05	7.03219e-11	1.04199e+02	-2.89440e+03	3.50024e+02	3.60004e-02
5.57803e+05	1.52424e+03	4.68130e+01	1.45270e-05	7.06644e-11	1.23892e+02	-4.03394e+03	3.50024e+02	3.07124e-02
3.98431e+05	1.53092e+03	4.07283e+01	9.02774e-06	7.09741e-11	1.49625e+02	-5.62419e+03	3.50026e+02	2.66039e-02
2.84594e+05	1.53713e+03	3.59429e+01	5.69072e-06	7.12621e-11	1.83401e+02	-7.84331e+03	3.50027e+02	2.33831e-02
2.03281e+05	1.54275e+03	3.19933e+01	3.61814e-06	7.15225e-11	2.26913e+02	-1.09419e+04	3.50028e+02	2.07379e-02
1.45201e+05	1.54802e+03	2.90101e+01	2.34341e-06	7.17668e-11	2.86120e+02	-1.52677e+04	3.50030e+02	1.87402e-02
1.03715e+05	1.55276e+03	2.66047e+01	1.53507e-06	7.19867e-11	3.65136e+02	-2.13108e+04	3.50031e+02	1.71338e-02
7.40820e+04	1.55735e+03	2.47454e+01	1.01985e-06	7.21994e-11	4.72686e+02	-2.97484e+04	3.50032e+02	1.58894e-02
5.29157e+04	1.56178e+03	2.33397e+01	6.87082e-07	7.24047e-11	6.20651e+02	-4.15309e+04	3.50033e+02	1.49443e-02
3.77969e+04	1.56623e+03	2.22812e+01	4.68517e-07	7.26113e-11	8.24812e+02	-5.79791e+04	3.50034e+02	1.42260e-02
2.69978e+04	1.57037e+03	2.14305e+01	3.21877e-07	7.28030e-11	1.10482e+03	-8.09583e+04	3.50035e+02	1.36468e-02
1.92842e+04	1.57445e+03	2.07728e+01	2.22857e-07	7.29921e-11	1.49154e+03	-1.13049e+05	3.50033e+02	1.31937e-02
1.37744e+04	1.57842e+03	2.02750e+01	1.55369e-07	7.31761e-11	2.02790e+03	-1.57872e+05	3.50032e+02	1.28452e-02
9.83886e+03	1.58238e+03	1.99728e+01	1.09324e-07	7.33598e-11	2.78277e+03	-2.20469e+05	3.50032e+02	1.26220e-02
7.02775e+03	1.58625e+03	1.98888e+01	7.77598e-08	7.35395e-11	3.86056e+03	-3.07903e+05	3.50032e+02	1.25382e-02
5.01983e+03	1.59011e+03	1.99304e+01	5.56587e-08	7.37184e-11	5.38982e+03	-4.30019e+05	3.50032e+02	1.25339e-02
3.58559e+03	1.59415e+03	2.01365e+01	4.01673e-08	7.39058e-11	7.58516e+03	-6.00499e+05	3.50030e+02	1.26314e-02
2.56114e+03	1.59823e+03	2.05224e+01	2.92409e-08	7.40947e-11	1.07676e+04	-8.38550e+05	3.50033e+02	1.28407e-02
1.82938e+03	1.60238e+03	2.09917e+01	2.13639e-08	7.42870e-11	1.53395e+04	-1.17092e+06	3.50031e+02	1.31003e-02
1.30670e+03	1.60681e+03	2.15891e+01	1.56943e-08	7.44927e-11	2.19645e+04	-1.63475e+06	3.50031e+02	1.34360e-02
9.33358e+02	1.61132e+03	2.21663e+01	1.15099e-08	7.47015e-11	3.13958e+04	-2.28223e+06	3.50028e+02	1.37566e-02
6.66685e+02	1.61597e+03	2.26774e+01	8.41090e-09	7.49174e-11	4.47085e+04	-3.18590e+06	3.50026e+02	1.40333e-02
4.76203e+02	1.62069e+03	2.31620e+01	6.13617e-09	7.51361e-11	6.35572e+04	-4.44724e+06	3.50027e+02	1.42914e-02
3.40145e+02	1.62532e+03	2.37484e+01	4.49395e-09	7.53507e-11	9.07133e+04	-6.20834e+06	3.50028e+02	1.46115e-02
2.42961e+02	1.63001e+03	2.45352e+01	3.31631e-09	7.55682e-11	1.30450e+05	-8.66655e+06	3.50027e+02	1.50521e-02
1.73543e+02	1.63462e+03	2.56521e+01	2.47662e-09	7.57820e-11	1.89865e+05	-1.20987e+07	3.50024e+02	1.56930e-02
