PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.3196e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	1.88930e+03	1.96489e+02	3.27937e-04	8.75888e-11	6.23185e+01	-5.99209e+02	3.31952e+02	1.04001e-01
2.14286e+06	1.90727e+03	1.57869e+02	1.88200e-04	8.84220e-11	6.90535e+01	-8.34260e+02	3.31950e+02	8.27722e-02
1.53061e+06	1.92798e+03	1.30729e+02	1.11318e-04	8.93822e-11	7.85201e+01	-1.15801e+03	3.31948e+02	6.78061e-02
1.09329e+06	1.94624e+03	1.10905e+02	6.74554e-05	9.02288e-11	9.16396e+01	-1.60816e+03	3.31944e+02	5.69841e-02
7.80925e+05	1.96021e+03	9.60055e+01	4.17095e-05	9.08764e-11	1.09575e+02	-2.23727e+03	3.31944e+02	4.89771e-02
5.57803e+05	1.97475e+03	8.40131e+01	2.60710e-05	9.15502e-11	1.32352e+02	-3.11096e+03	3.31942e+02	4.25437e-02
3.98431e+05	1.98788e+03	7.46819e+01	1.65538e-05	9.21590e-11	1.62608e+02	-4.32829e+03	3.31942e+02	3.75686e-02
2.84594e+05	2.00028e+03	6.70632e+01	1.06179e-05	9.27339e-11	2.01959e+02	-6.02377e+03	3.31942e+02	3.35269e-02
2.03281e+05	2.01174e+03	6.08545e+01	6.88207e-06	9.32652e-11	2.53704e+02	-8.38699e+03	3.31941e+02	3.02497e-02
1.45201e+05	2.02262e+03	5.57821e+01	4.50602e-06	9.37698e-11	3.22135e+02	-1.16804e+04	3.31943e+02	2.75791e-02
1.03715e+05	2.03251e+03	5.13850e+01	2.96487e-06	9.42281e-11	4.11458e+02	-1.62750e+04	3.31946e+02	2.52816e-02
7.40820e+04	2.04191e+03	4.77309e+01	1.96717e-06	9.46642e-11	5.30208e+02	-2.26822e+04	3.31946e+02	2.33756e-02
5.29157e+04	2.05080e+03	4.46806e+01	1.31532e-06	9.50763e-11	6.88893e+02	-3.16196e+04	3.31947e+02	2.17869e-02
3.77969e+04	2.05936e+03	4.21925e+01	8.87200e-07	9.54730e-11	9.03241e+02	-4.40860e+04	3.31947e+02	2.04882e-02
2.69978e+04	2.06739e+03	4.01018e+01	6.02313e-07	9.58450e-11	1.19262e+03	-6.14835e+04	3.31945e+02	1.93973e-02
1.92842e+04	2.07525e+03	3.83276e+01	4.11189e-07	9.62097e-11	1.58378e+03	-8.57536e+04	3.31947e+02	1.84689e-02
1.37744e+04	2.08279e+03	3.67715e+01	2.81782e-07	9.65591e-11	2.11196e+03	-1.19624e+05	3.31947e+02	1.76549e-02
9.83886e+03	2.08996e+03	3.54709e+01	1.94154e-07	9.68917e-11	2.83268e+03	-1.66903e+05	3.31946e+02	1.69720e-02
7.02775e+03	2.09703e+03	3.45113e+01	1.34930e-07	9.72194e-11	3.83256e+03	-2.32880e+05	3.31946e+02	1.64572e-02
5.01983e+03	2.10382e+03	3.38557e+01	9.45474e-08	9.75340e-11	5.22982e+03	-3.24985e+05	3.31947e+02	1.60925e-02
3.58559e+03	2.11017e+03	3.32970e+01	6.64194e-08	9.78285e-11	7.15770e+03	-4.53614e+05	3.31947e+02	1.57793e-02
2.56114e+03	2.11668e+03	3.31278e+01	4.72014e-08	9.81305e-11	9.90864e+03	-6.33107e+05	3.31947e+02	1.56508e-02
1.82938e+03	2.12316e+03	3.31583e+01	3.37463e-08	9.84306e-11	1.38003e+04	-8.83648e+05	3.31947e+02	1.56175e-02
1.30670e+03	2.12984e+03	3.33867e+01	2.42705e-08	9.87405e-11	1.93316e+04	-1.23322e+06	3.31951e+02	1.56757e-02
9.33358e+02	2.13637e+03	3.37189e+01	1.75086e-08	9.90434e-11	2.71666e+04	-1.72123e+06	3.31952e+02	1.57833e-02
6.66685e+02	2.14321e+03	3.42442e+01	1.27010e-08	9.93601e-11	3.83796e+04	-2.40202e+06	3.31955e+02	1.59780e-02
4.76203e+02	2.15031e+03	3.48139e+01	9.22305e-09	9.96894e-11	5.42647e+04	-3.35170e+06	3.31959e+02	1.61902e-02
3.40145e+02	2.15744e+03	3.53282e+01	6.68521e-09	1.00020e-10	7.65837e+04	-4.67684e+06	3.31960e+02	1.63751e-02
2.42961e+02	2.16481e+03	3.59004e+01	4.85249e-09	1.00362e-10	1.08212e+05	-6.52525e+06	3.31967e+02	1.65836e-02
