PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.0894e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	2.50463e+03	4.49606e+02	7.50382e-04	1.16116e-10	7.94552e+01	-4.42623e+02	3.08998e+02	1.79510e-01
2.14286e+06	2.57207e+03	3.87616e+02	4.62088e-04	1.19243e-10	9.17828e+01	-6.09035e+02	3.08960e+02	1.50702e-01
1.53061e+06	2.63577e+03	3.32591e+02	2.83207e-04	1.22196e-10	1.05692e+02	-8.37604e+02	3.08958e+02	1.26183e-01
1.09329e+06	2.69027e+03	2.89606e+02	1.76147e-04	1.24722e-10	1.24207e+02	-1.15381e+03	3.08956e+02	1.07649e-01
7.80925e+05	2.73494e+03	2.55620e+02	1.11054e-04	1.26793e-10	1.48931e+02	-1.59345e+03	3.08953e+02	9.34645e-02
5.57803e+05	2.77714e+03	2.28097e+02	7.07831e-05	1.28749e-10	1.80799e+02	-2.20127e+03	3.08952e+02	8.21339e-02
3.98431e+05	2.81558e+03	2.06307e+02	4.57295e-05	1.30532e-10	2.23035e+02	-3.04387e+03	3.08949e+02	7.32734e-02
2.84594e+05	2.85163e+03	1.88815e+02	2.98945e-05	1.32203e-10	2.78867e+02	-4.21167e+03	3.08951e+02	6.62131e-02
2.03281e+05	2.88544e+03	1.74665e+02	1.97529e-05	1.33771e-10	3.52993e+02	-5.83142e+03	3.08949e+02	6.05331e-02
1.45201e+05	2.91763e+03	1.63078e+02	1.31733e-05	1.35263e-10	4.51526e+02	-8.07827e+03	3.08946e+02	5.58940e-02
1.03715e+05	2.94582e+03	1.53064e+02	8.83168e-06	1.36570e-10	5.82267e+02	-1.12061e+04	3.08944e+02	5.19598e-02
7.40820e+04	2.97509e+03	1.44793e+02	5.96748e-06	1.37927e-10	7.56277e+02	-1.55393e+04	3.08941e+02	4.86686e-02
5.29157e+04	3.00320e+03	1.37513e+02	4.04816e-06	1.39230e-10	9.87083e+02	-2.15573e+04	3.08941e+02	4.57889e-02
3.77969e+04	3.03014e+03	1.31153e+02	2.75782e-06	1.40479e-10	1.29496e+03	-2.99185e+04	3.08942e+02	4.32829e-02
2.69978e+04	3.05620e+03	1.25571e+02	1.88603e-06	1.41687e-10	1.70663e+03	-4.15365e+04	3.08941e+02	4.10874e-02
1.92842e+04	3.08116e+03	1.20525e+02	1.29303e-06	1.42844e-10	2.25661e+03	-5.76890e+04	3.08940e+02	3.91169e-02
1.37744e+04	3.10527e+03	1.16069e+02	8.89445e-07	1.43962e-10	2.99579e+03	-8.01481e+04	3.08940e+02	3.73781e-02
9.83886e+03	3.12853e+03	1.11996e+02	6.13020e-07	1.45040e-10	3.98740e+03	-1.11386e+05	3.08939e+02	3.57981e-02
7.02775e+03	3.15142e+03	1.08450e+02	4.24011e-07	1.46101e-10	5.32796e+03	-1.54823e+05	3.08940e+02	3.44132e-02
5.01983e+03	3.17316e+03	1.05251e+02	2.93929e-07	1.47109e-10	7.14080e+03	-2.15285e+05	3.08941e+02	3.31690e-02
3.58559e+03	3.19411e+03	1.02177e+02	2.03818e-07	1.48081e-10	9.57899e+03	-2.99445e+05	3.08940e+02	3.19891e-02
2.56114e+03	3.21446e+03	9.96667e+01	1.42008e-07	1.49024e-10	1.29169e+04	-4.16595e+05	3.08940e+02	3.10058e-02
1.82938e+03	3.23495e+03	9.78619e+01	9.95972e-08	1.49974e-10	1.75327e+04	-5.79566e+05	3.08939e+02	3.02514e-02
1.30670e+03	3.25455e+03	9.61788e+01	6.99174e-08	1.50882e-10	2.38350e+04	-8.06540e+05	3.08939e+02	2.95521e-02
9.33358e+02	3.27396e+03	9.50065e+01	4.93322e-08	1.51782e-10	3.25736e+04	-1.12250e+06	3.08937e+02	2.90188e-02
6.66685e+02	3.29319e+03	9.41866e+01	3.49332e-08	1.52674e-10	4.46839e+04	-1.56235e+06	3.08937e+02	2.86004e-02
4.76203e+02	3.31229e+03	9.36371e+01	2.48067e-08	1.53559e-10	6.14787e+04	-2.17473e+06	3.08934e+02	2.82696e-02
3.40145e+02	3.33151e+03	9.35739e+01	1.77071e-08	1.54450e-10	8.50234e+04	-3.02708e+06	3.08933e+02	2.80876e-02
2.42961e+02	3.35079e+03	9.36946e+01	1.26643e-08	1.55344e-10	1.17820e+05	-4.21356e+06	3.08932e+02	2.79620e-02
1.73543e+02	3.36998e+03	9.39696e+01	9.07245e-09	1.56234e-10	1.63553e+05	-5.86542e+06	3.08931e+02	2.78843e-02
1.23960e+02	3.38991e+03	9.46253e+01	6.52555e-09	1.57158e-10	2.27869e+05	-8.16329e+06	3.08930e+02	2.79138e-02
8.85426e+01	3.40937e+03	9.50555e+01	4.68229e-09	1.58060e-10	3.16819e+05	-1.13634e+07	3.08929e+02	2.78807e-02
6.32447e+01	3.42833e+03	9.54209e+01	3.35735e-09	1.58939e-10	4.40343e+05	-1.58208e+07	3.08926e+02	2.78331e-02
4.51748e+01	3.44726e+03	9.66877e+01	2.42995e-09	1.59817e-10	6.17813e+05	-2.20272e+07	3.08926e+02	2.80477e-02
3.22677e+01	3.46661e+03	9.83879e+01	1.76620e-09	1.60714e-10	8.70334e+05	-3.06654e+07	3.08926e+02	2.83816e-02
2.30484e+01	3.48826e+03	1.00875e+02	1.29345e-09	1.61718e-10	1.23376e+06	-4.26638e+07	3.08923e+02	2.89183e-02
1.64631e+01	3.50722e+03	1.04283e+02	9.55114e-10	1.62596e-10	1.76630e+06	-5.94037e+07	3.08923e+02	2.97339e-02
1.17594e+01	3.52720e+03	1.08926e+02	7.12595e-10	1.63523e-10	2.55354e+06	-8.26882e+07	3.08922e+02	3.08816e-02
8.39955e+00	3.54821e+03	1.16101e+02	5.42526e-10	1.64497e-10	3.76503e+06	-1.15065e+08	3.08920e+02	3.27210e-02
5.99968e+00	3.57111e+03	1.23546e+02	4.12369e-10	1.65558e-10	5.53666e+06	-1.60038e+08	3.08919e+02	3.45960e-02
4.28548e+00	3.59598e+03	1.34342e+02	3.20287e-10	1.66711e-10	8.31079e+06	-2.22458e+08	3.08916e+02	3.73588e-02
3.06106e+00	3.62483e+03	1.45356e+02	2.47533e-10	1.68049e-10	1.23868e+07	-3.08897e+08	3.08916e+02	4.01000e-02
2.18647e+00	3.65953e+03	1.56894e+02	1.90845e-10	1.69658e-10	1.83606e+07	-4.28258e+08	3.08916e+02	4.28728e-02
1.56176e+00	3.69741e+03	1.64360e+02	1.42805e-10	1.71414e-10	2.63755e+07	-5.93336e+08	3.08916e+02	4.44528e-02
1.11555e+00	3.73799e+03	1.65635e+02	1.02794e-10	1.73295e-10	3.64088e+07	-8.21663e+08	3.08918e+02	4.43111e-02
7.96819e-01	3.77554e+03	1.62341e+02	7.19643e-11	1.75036e-10	4.89757e+07	-1.13902e+09	3.08921e+02	4.29981e-02
5.69156e-01	3.81174e+03	1.59220e+02	5.04149e-11	1.76714e-10	6.59833e+07	-1.57965e+09	3.08922e+02	4.17709e-02
4.06540e-01	3.84253e+03	1.53243e+02	3.46587e-11	1.78141e-10	8.75033e+07	-2.19412e+09	3.08927e+02	3.98807e-02
2.90386e-01	3.87198e+03	1.47529e+02	2.38332e-11	1.79507e-10	1.16166e+08	-3.04883e+09	3.08938e+02	3.81017e-02
2.07419e-01	3.89907e+03	1.44717e+02	1.66993e-11	1.80763e-10	1.57335e+08	-4.23902e+09	3.08946e+02	3.71159e-02
1.48156e-01	3.92407e+03	1.40528e+02	1.15828e-11	1.81922e-10	2.11197e+08	-5.89738e+09	3.08959e+02	3.58119e-02
1.05826e-01	3.94803e+03	1.39277e+02	8.19974e-12	1.83033e-10	2.89506e+08	-8.20653e+09	3.08978e+02	3.52775e-02
7.55898e-02	3.96969e+03	1.38650e+02	5.83060e-12	1.84037e-10	3.99104e+08	-1.14267e+10	3.08995e+02	3.49272e-02
5.39927e-02	3.99734e+03	1.37846e+02	4.14057e-12	1.85319e-10	5.47864e+08	-1.58873e+10	3.08995e+02	3.44845e-02
3.85662e-02	4.01832e+03	1.38642e+02	2.97463e-12	1.86291e-10	7.63405e+08	-2.21260e+10	3.09024e+02	3.45026e-02
2.75473e-02	4.04490e+03	1.39064e+02	2.13120e-12	1.87524e-10	1.05799e+09	-3.07731e+10	3.09006e+02	3.43802e-02
1.96766e-02	4.06807e+03	1.40842e+02	1.54175e-12	1.88598e-10	1.48306e+09	-4.28363e+10	3.08989e+02	3.46215e-02
1.00000e-02	4.11910e+03	1.39789e+02	7.77684e-13	1.90963e-10	2.82515e+09	-8.32473e+10	3.09012e+02	3.39369e-02
