PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.0294e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	2.34528e+03	5.30589e+02	8.85541e-04	1.08728e-10	1.05013e+02	-4.64171e+02	3.02964e+02	2.26237e-01
2.14286e+06	2.43943e+03	4.87530e+02	5.81198e-04	1.13093e-10	1.26210e+02	-6.31511e+02	3.02953e+02	1.99854e-01
1.53061e+06	2.53400e+03	4.47529e+02	3.81079e-04	1.17478e-10	1.51591e+02	-8.58343e+02	3.02951e+02	1.76609e-01
1.09329e+06	2.62124e+03	4.14192e+02	2.51923e-04	1.21522e-10	1.84676e+02	-1.16874e+03	3.02949e+02	1.58013e-01
7.80925e+05	2.69890e+03	3.85101e+02	1.67307e-04	1.25122e-10	2.27778e+02	-1.59633e+03	3.02946e+02	1.42688e-01
5.57803e+05	2.77388e+03	3.59170e+02	1.11458e-04	1.28598e-10	2.82550e+02	-2.18214e+03	3.02942e+02	1.29483e-01
3.98431e+05	2.84412e+03	3.36046e+02	7.44870e-05	1.31855e-10	3.53021e+02	-2.98779e+03	3.02940e+02	1.18155e-01
2.84594e+05	2.90820e+03	3.14822e+02	4.98448e-05	1.34826e-10	4.43816e+02	-4.09980e+03	3.02939e+02	1.08253e-01
2.03281e+05	2.97069e+03	2.95612e+02	3.34309e-05	1.37723e-10	5.60147e+02	-5.62909e+03	3.02936e+02	9.95093e-02
1.45201e+05	3.02927e+03	2.78054e+02	2.24609e-05	1.40439e-10	7.10414e+02	-7.73965e+03	3.02933e+02	9.17889e-02
1.03715e+05	3.08448e+03	2.61626e+02	1.50956e-05	1.42998e-10	9.03722e+02	-1.06546e+04	3.02931e+02	8.48200e-02
7.40820e+04	3.13646e+03	2.46339e+02	1.01525e-05	1.45408e-10	1.15330e+03	-1.46842e+04	3.02930e+02	7.85404e-02
5.29157e+04	3.18549e+03	2.32265e+02	6.83750e-06	1.47681e-10	1.47712e+03	-2.02586e+04	3.02928e+02	7.29134e-02
3.77969e+04	3.23158e+03	2.19244e+02	4.61013e-06	1.49818e-10	1.89810e+03	-2.79773e+04	3.02926e+02	6.78442e-02
2.69978e+04	3.27498e+03	2.07208e+02	3.11217e-06	1.51830e-10	2.44678e+03	-3.86722e+04	3.02925e+02	6.32698e-02
1.92842e+04	3.31593e+03	1.96300e+02	2.10596e-06	1.53728e-10	3.16710e+03	-5.34992e+04	3.02926e+02	5.91991e-02
1.37744e+04	3.35488e+03	1.86492e+02	1.42910e-06	1.55534e-10	4.11685e+03	-7.40598e+04	3.02925e+02	5.55882e-02
9.83886e+03	3.39182e+03	1.77502e+02	9.71579e-07	1.57247e-10	5.36881e+03	-1.02590e+05	3.02923e+02	5.23325e-02
7.02775e+03	3.42702e+03	1.69532e+02	6.62821e-07	1.58878e-10	7.03416e+03	-1.42193e+05	3.02922e+02	4.94691e-02
5.01983e+03	3.46055e+03	1.62392e+02	4.53504e-07	1.60433e-10	9.25339e+03	-1.97189e+05	3.02921e+02	4.69265e-02
3.58559e+03	3.49481e+03	1.56110e+02	3.11402e-07	1.62021e-10	1.22132e+04	-2.73415e+05	3.02920e+02	4.46692e-02
2.56114e+03	3.52576e+03	1.50762e+02	2.14810e-07	1.63456e-10	1.62268e+04	-3.79484e+05	3.02919e+02	4.27602e-02
1.82938e+03	3.55529e+03	1.45769e+02	1.48354e-07	1.64825e-10	2.16049e+04	-5.26942e+05	3.02919e+02	4.10006e-02
1.30670e+03	3.58400e+03	1.42003e+02	1.03229e-07	1.66156e-10	2.89985e+04	-7.31892e+05	3.02918e+02	3.96213e-02
9.33358e+02	3.61217e+03	1.38866e+02	7.21066e-08	1.67462e-10	3.90879e+04	-1.01675e+06	3.02916e+02	3.84440e-02
6.66685e+02	3.64003e+03	1.36437e+02	5.06036e-08	1.68754e-10	5.29498e+04	-1.41266e+06	3.02918e+02	3.74824e-02
4.76203e+02	3.66713e+03	1.34658e+02	3.56742e-08	1.70010e-10	7.20900e+04	-1.96322e+06	3.02914e+02	3.67203e-02
3.40145e+02	3.69424e+03	1.33598e+02	2.52809e-08	1.71267e-10	9.86710e+04	-2.72844e+06	3.02916e+02	3.61638e-02
2.42961e+02	3.72074e+03	1.32673e+02	1.79328e-08	1.72495e-10	1.35241e+05	-3.79276e+06	3.02915e+02	3.56577e-02
1.73543e+02	3.74809e+03	1.32495e+02	1.27920e-08	1.73763e-10	1.86338e+05	-5.27122e+06	3.02917e+02	3.53501e-02
1.23960e+02	3.77496e+03	1.32103e+02	9.11006e-09	1.75009e-10	2.56417e+05	-7.32737e+06	3.02916e+02	3.49944e-02
8.85426e+01	3.80107e+03	1.31954e+02	6.49987e-09	1.76219e-10	3.53679e+05	-1.01881e+07	3.02915e+02	3.47151e-02
6.32447e+01	3.82783e+03	1.31965e+02	4.64313e-09	1.77460e-10	4.88296e+05	-1.41638e+07	3.02917e+02	3.44750e-02
4.51748e+01	3.85396e+03	1.32491e+02	3.32975e-09	1.78671e-10	6.77072e+05	-1.96950e+07	3.02917e+02	3.43779e-02
3.22677e+01	3.88031e+03	1.33543e+02	2.39727e-09	1.79893e-10	9.42490e+05	-2.73857e+07	3.02916e+02	3.44154e-02
2.30484e+01	3.90621e+03	1.35362e+02	1.73567e-09	1.81094e-10	1.31976e+06	-3.80851e+07	3.02917e+02	3.46530e-02
1.64631e+01	3.93269e+03	1.38740e+02	1.27070e-09	1.82322e-10	1.86827e+06	-5.29578e+07	3.02916e+02	3.52785e-02
1.17594e+01	3.96020e+03	1.43311e+02	9.37546e-10	1.83597e-10	2.66419e+06	-7.36212e+07	3.02916e+02	3.61878e-02
8.39955e+00	3.98644e+03	1.49047e+02	6.96479e-10	1.84813e-10	3.82792e+06	-1.02382e+08	3.02915e+02	3.73885e-02
5.99968e+00	4.01475e+03	1.57920e+02	5.27100e-10	1.86126e-10	5.59748e+06	-1.42303e+08	3.02917e+02	3.93349e-02
4.28548e+00	4.04478e+03	1.66724e+02	3.97492e-10	1.87518e-10	8.14975e+06	-1.97715e+08	3.02918e+02	4.12196e-02
3.06106e+00	4.07863e+03	1.79342e+02	3.05411e-10	1.89087e-10	1.20675e+07	-2.74440e+08	3.02919e+02	4.39712e-02
2.18647e+00	4.11771e+03	1.93675e+02	2.35585e-10	1.90899e-10	1.78950e+07	-3.80464e+08	3.02924e+02	4.70347e-02
1.56176e+00	4.16232e+03	2.06741e+02	1.79627e-10	1.92967e-10	2.61663e+07	-5.26806e+08	3.02922e+02	4.96696e-02
1.11555e+00	4.20783e+03	2.16537e+02	1.34385e-10	1.95077e-10	3.75364e+07	-7.29420e+08	3.02924e+02	5.14606e-02
7.96819e-01	4.25750e+03	2.19502e+02	9.73034e-11	1.97380e-10	5.20343e+07	-1.00926e+09	3.02925e+02	5.15566e-02
5.69156e-01	4.30830e+03	2.19257e+02	6.94247e-11	1.99735e-10	7.10653e+07	-1.39640e+09	3.02929e+02	5.08917e-02
4.06540e-01	4.35206e+03	2.14151e+02	4.84343e-11	2.01764e-10	9.52466e+07	-1.93564e+09	3.02938e+02	4.92069e-02
2.90386e-01	4.39715e+03	2.08859e+02	3.37410e-11	2.03854e-10	1.27417e+08	-2.68254e+09	3.02940e+02	4.74987e-02
2.07419e-01	4.43374e+03	2.02808e+02	2.34025e-11	2.05551e-10	1.70396e+08	-3.72517e+09	3.02957e+02	4.57419e-02
1.48156e-01	4.47124e+03	1.99566e+02	1.64489e-11	2.07289e-10	2.30844e+08	-5.17202e+09	3.02959e+02	4.46333e-02
1.05826e-01	4.50625e+03	1.95942e+02	1.15358e-11	2.08912e-10	3.12434e+08	-7.18530e+09	3.02971e+02	4.34824e-02
7.55898e-02	4.53304e+03	1.94951e+02	8.19817e-12	2.10154e-10	4.30082e+08	-1.00004e+10	3.03016e+02	4.30066e-02
5.39927e-02	4.56952e+03	1.96141e+02	5.89160e-12	2.11845e-10	5.96163e+08	-1.38889e+10	3.03012e+02	4.29238e-02
3.85662e-02	4.60384e+03	1.96314e+02	4.21200e-12	2.13436e-10	8.22977e+08	-1.92999e+10	3.03015e+02	4.26414e-02
2.75473e-02	4.63930e+03	1.98722e+02	3.04548e-12	2.15080e-10	1.14852e+09	-2.68129e+10	3.02990e+02	4.28345e-02
1.96766e-02	4.67122e+03	1.99132e+02	2.17982e-12	2.16560e-10	1.58932e+09	-3.72822e+10	3.03018e+02	4.26295e-02
1.00000e-02	4.74246e+03	2.03274e+02	1.13087e-12	2.19863e-10	3.09706e+09	-7.22556e+10	3.03009e+02	4.28626e-02
