PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.3995e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	1.68614e+03	1.56939e+02	2.61927e-04	7.81702e-11	6.26251e+01	-6.72840e+02	3.39972e+02	9.30758e-02
2.14286e+06	1.69944e+03	1.24573e+02	1.48507e-04	7.87866e-11	6.87332e+01	-9.37664e+02	3.39969e+02	7.33027e-02
1.53061e+06	1.71441e+03	1.01995e+02	8.68507e-05	7.94808e-11	7.75574e+01	-1.30364e+03	3.39966e+02	5.94929e-02
1.09329e+06	1.72815e+03	8.55270e+01	5.20199e-05	8.01178e-11	8.97044e+01	-1.81256e+03	3.39963e+02	4.94905e-02
7.80925e+05	1.73753e+03	7.31446e+01	3.17776e-05	8.05529e-11	1.06319e+02	-2.52558e+03	3.39961e+02	4.20968e-02
5.57803e+05	1.74802e+03	6.32993e+01	1.96431e-05	8.10390e-11	1.27330e+02	-3.51622e+03	3.39959e+02	3.62121e-02
3.98431e+05	1.75774e+03	5.56324e+01	1.23313e-05	8.14896e-11	1.54990e+02	-4.89700e+03	3.39959e+02	3.16500e-02
2.84594e+05	1.76653e+03	4.94594e+01	7.83075e-06	8.18970e-11	1.91036e+02	-6.82318e+03	3.39957e+02	2.79981e-02
2.03281e+05	1.77484e+03	4.45215e+01	5.03496e-06	8.22825e-11	2.38535e+02	-9.50916e+03	3.39953e+02	2.50848e-02
1.45201e+05	1.78240e+03	4.05178e+01	3.27299e-06	8.26329e-11	3.01380e+02	-1.32579e+04	3.39953e+02	2.27322e-02
1.03715e+05	1.78950e+03	3.71478e+01	2.14340e-06	8.29623e-11	3.83806e+02	-1.84889e+04	3.39952e+02	2.07587e-02
7.40820e+04	1.79616e+03	3.44454e+01	1.41962e-06	8.32707e-11	4.94587e+02	-2.57902e+04	3.39951e+02	1.91773e-02
5.29157e+04	1.80235e+03	3.23684e+01	9.52873e-07	8.35580e-11	6.46232e+02	-3.59838e+04	3.39949e+02	1.79590e-02
3.77969e+04	1.80850e+03	3.06865e+01	6.45258e-07	8.38429e-11	8.51924e+02	-5.02079e+04	3.39947e+02	1.69679e-02
2.69978e+04	1.81424e+03	2.93018e+01	4.40101e-07	8.41090e-11	1.13171e+03	-7.00706e+04	3.39945e+02	1.61510e-02
1.92842e+04	1.82002e+03	2.82089e+01	3.02633e-07	8.43771e-11	1.51566e+03	-9.77892e+04	3.39947e+02	1.54992e-02
1.37744e+04	1.82545e+03	2.72619e+01	2.08909e-07	8.46285e-11	2.03855e+03	-1.36500e+05	3.39948e+02	1.49344e-02
9.83886e+03	1.83081e+03	2.65195e+01	1.45157e-07	8.48771e-11	2.76005e+03	-1.90543e+05	3.39947e+02	1.44852e-02
7.02775e+03	1.83604e+03	2.60916e+01	1.02011e-07	8.51197e-11	3.78011e+03	-2.66002e+05	3.39946e+02	1.42108e-02
5.01983e+03	1.84122e+03	2.57916e+01	7.20272e-08	8.53600e-11	5.20192e+03	-3.71357e+05	3.39945e+02	1.40079e-02
3.58559e+03	1.84649e+03	2.58022e+01	5.14690e-08	8.56040e-11	7.24421e+03	-5.18419e+05	3.39947e+02	1.39737e-02
2.56114e+03	1.85177e+03	2.59879e+01	3.70283e-08	8.58490e-11	1.01567e+04	-7.23714e+05	3.39945e+02	1.40341e-02
1.82938e+03	1.85714e+03	2.62582e+01	2.67239e-08	8.60981e-11	1.42842e+04	-1.01027e+06	3.39946e+02	1.41391e-02
1.30670e+03	1.86317e+03	2.67250e+01	1.94278e-08	8.63776e-11	2.02218e+04	-1.40979e+06	3.39945e+02	1.43438e-02
9.33358e+02	1.86873e+03	2.73144e+01	1.41830e-08	8.66354e-11	2.87626e+04	-1.96781e+06	3.39944e+02	1.46165e-02
6.66685e+02	1.87467e+03	2.79086e+01	1.03511e-08	8.69105e-11	4.08833e+04	-2.74619e+06	3.39943e+02	1.48872e-02
4.76203e+02	1.88056e+03	2.84276e+01	7.53117e-09	8.71838e-11	5.79356e+04	-3.83259e+06	3.39940e+02	1.51166e-02
3.40145e+02	1.88653e+03	2.89664e+01	5.48136e-09	8.74603e-11	8.21248e+04	-5.34863e+06	3.39940e+02	1.53544e-02
2.42961e+02	1.89222e+03	2.95792e+01	3.99808e-09	8.77243e-11	1.16700e+05	-7.46548e+06	3.39941e+02	1.56320e-02
1.73543e+02	1.89820e+03	3.04532e+01	2.94015e-09	8.80016e-11	1.67148e+05	-1.04186e+07	3.39942e+02	1.60432e-02
1.23960e+02	1.90423e+03	3.16727e+01	2.18421e-09	8.82811e-11	2.41834e+05	-1.45396e+07	3.39941e+02	1.66328e-02
8.85426e+01	1.91016e+03	3.35620e+01	1.65321e-09	8.85559e-11	3.56529e+05	-2.02916e+07	3.39939e+02	1.75703e-02
6.32447e+01	1.91641e+03	3.60282e+01	1.26764e-09	8.88457e-11	5.32304e+05	-2.83143e+07	3.39939e+02	1.87998e-02
4.51748e+01	1.92327e+03	3.92744e+01	9.87041e-10	8.91639e-11	8.06535e+05	-3.94961e+07	3.39939e+02	2.04206e-02
3.22677e+01	1.93108e+03	4.33833e+01	7.78789e-10	8.95259e-11	1.23711e+06	-5.50661e+07	3.39937e+02	2.24658e-02
2.30484e+01	1.94029e+03	4.83403e+01	6.19838e-10	8.99528e-11	1.91134e+06	-7.67177e+07	3.39938e+02	2.49139e-02
1.64631e+01	1.95096e+03	5.32914e+01	4.88088e-10	9.04476e-11	2.91739e+06	-1.06804e+08	3.39937e+02	2.73154e-02
1.17594e+01	1.96442e+03	5.82142e+01	3.80839e-10	9.10717e-11	4.40012e+06	-1.48481e+08	3.39935e+02	2.96342e-02
8.39955e+00	1.98015e+03	6.15476e+01	2.87605e-10	9.18008e-11	6.40931e+06	-2.06205e+08	3.39935e+02	3.10823e-02
