PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.2595e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	2.05801e+03	2.34298e+02	3.91039e-04	9.54104e-11	6.24931e+01	-5.48922e+02	3.25969e+02	1.13847e-01
2.14286e+06	2.08115e+03	1.90494e+02	2.27093e-04	9.64833e-11	6.98760e+01	-7.63399e+02	3.25967e+02	9.15327e-02
1.53061e+06	2.10679e+03	1.59245e+02	1.35600e-04	9.76716e-11	8.00125e+01	-1.05855e+03	3.25965e+02	7.55868e-02
1.09329e+06	2.12996e+03	1.36367e+02	8.29420e-05	9.87460e-11	9.39992e+01	-1.46821e+03	3.25964e+02	6.40231e-02
7.80925e+05	2.14786e+03	1.19200e+02	5.17864e-05	9.95759e-11	1.13238e+02	-2.04043e+03	3.25962e+02	5.54972e-02
5.57803e+05	2.16626e+03	1.05513e+02	3.27429e-05	1.00429e-10	1.38053e+02	-2.83434e+03	3.25960e+02	4.87075e-02
3.98431e+05	2.18349e+03	9.47397e+01	2.09998e-05	1.01228e-10	1.70896e+02	-3.93868e+03	3.25959e+02	4.33891e-02
2.84594e+05	2.19959e+03	8.60307e+01	1.36210e-05	1.01974e-10	2.14168e+02	-5.47573e+03	3.25958e+02	3.91122e-02
2.03281e+05	2.21500e+03	7.88218e+01	8.91399e-06	1.02688e-10	2.70972e+02	-7.61468e+03	3.25957e+02	3.55855e-02
1.45201e+05	2.22925e+03	7.28672e+01	5.88614e-06	1.03349e-10	3.46301e+02	-1.05945e+04	3.25956e+02	3.26868e-02
1.03715e+05	2.24297e+03	6.76474e+01	3.90320e-06	1.03985e-10	4.44673e+02	-1.47439e+04	3.25953e+02	3.01597e-02
7.40820e+04	2.25584e+03	6.31695e+01	2.60345e-06	1.04582e-10	5.74792e+02	-2.05263e+04	3.25952e+02	2.80027e-02
5.29157e+04	2.26793e+03	5.93318e+01	1.74663e-06	1.05142e-10	7.47859e+02	-2.85865e+04	3.25948e+02	2.61613e-02
3.77969e+04	2.27942e+03	5.59677e+01	1.17686e-06	1.05675e-10	9.77786e+02	-3.98226e+04	3.25948e+02	2.45535e-02
2.69978e+04	2.29031e+03	5.30864e+01	7.97336e-07	1.06180e-10	1.28619e+03	-5.54901e+04	3.25948e+02	2.31787e-02
1.92842e+04	2.30081e+03	5.06311e+01	5.43185e-07	1.06667e-10	1.70184e+03	-7.73359e+04	3.25947e+02	2.20058e-02
1.37744e+04	2.31089e+03	4.84619e+01	3.71366e-07	1.07134e-10	2.26075e+03	-1.07803e+05	3.25942e+02	2.09711e-02
9.83886e+03	2.32049e+03	4.65945e+01	2.55040e-07	1.07579e-10	3.01805e+03	-1.50305e+05	3.25942e+02	2.00796e-02
7.02775e+03	2.32980e+03	4.49651e+01	1.75801e-07	1.08011e-10	4.04513e+03	-2.09592e+05	3.25939e+02	1.93000e-02
5.01983e+03	2.33877e+03	4.36811e+01	1.21986e-07	1.08426e-10	5.45949e+03	-2.92311e+05	3.25936e+02	1.86770e-02
3.58559e+03	2.34749e+03	4.26733e+01	8.51228e-08	1.08831e-10	7.41171e+03	-4.07723e+05	3.25934e+02	1.81783e-02
2.56114e+03	2.35595e+03	4.20093e+01	5.98559e-08	1.09223e-10	1.01418e+04	-5.68768e+05	3.25934e+02	1.78311e-02
1.82938e+03	2.36431e+03	4.16203e+01	4.23584e-08	1.09611e-10	1.39679e+04	-7.93467e+05	3.25932e+02	1.76036e-02
1.30670e+03	2.37268e+03	4.14381e+01	3.01235e-08	1.09998e-10	1.93324e+04	-1.10694e+06	3.25929e+02	1.74647e-02
9.33358e+02	2.38107e+03	4.15384e+01	2.15689e-08	1.10388e-10	2.69399e+04	-1.54425e+06	3.25929e+02	1.74452e-02
6.66685e+02	2.39174e+03	4.18807e+01	1.55333e-08	1.10882e-10	3.76882e+04	-2.15231e+06	3.25927e+02	1.75106e-02
4.76203e+02	2.40031e+03	4.22967e+01	1.12054e-08	1.11280e-10	5.29073e+04	-3.00246e+06	3.25929e+02	1.76213e-02
3.40145e+02	2.40900e+03	4.27487e+01	8.08940e-09	1.11682e-10	7.43228e+04	-4.18827e+06	3.25926e+02	1.77454e-02
2.42961e+02	2.41787e+03	4.32666e+01	5.84814e-09	1.12094e-10	1.04540e+05	-5.84204e+06	3.25927e+02	1.78945e-02
1.73543e+02	2.42673e+03	4.37538e+01	4.22428e-09	1.12504e-10	1.46925e+05	-8.14895e+06	3.25927e+02	1.80299e-02
1.23960e+02	2.43536e+03	4.43635e+01	3.05940e-09	1.12904e-10	2.07085e+05	-1.13680e+07	3.25928e+02	1.82164e-02
8.85426e+01	2.44391e+03	4.54931e+01	2.24092e-09	1.13301e-10	2.95219e+05	-1.58593e+07	3.25930e+02	1.86149e-02
6.32447e+01	2.45272e+03	4.69103e+01	1.65052e-09	1.13709e-10	4.23120e+05	-2.21229e+07	3.25931e+02	1.91259e-02
4.51748e+01	2.46153e+03	4.92316e+01	1.23728e-09	1.14118e-10	6.17214e+05	-3.08601e+07	3.25931e+02	2.00004e-02
3.22677e+01	2.47096e+03	5.22269e+01	9.37544e-10	1.14555e-10	9.09649e+05	-4.30373e+07	3.25931e+02	2.11363e-02
2.30484e+01	2.48117e+03	5.70730e+01	7.31813e-10	1.15028e-10	1.38013e+06	-5.99993e+07	3.25932e+02	2.30025e-02
1.64631e+01	2.49203e+03	6.15291e+01	5.63536e-10	1.15532e-10	2.06476e+06	-8.36263e+07	3.25933e+02	2.46904e-02
1.17594e+01	2.50445e+03	6.79225e+01	4.44352e-10	1.16107e-10	3.15906e+06	-1.16481e+08	3.25935e+02	2.71207e-02
8.39955e+00	2.51958e+03	7.52235e+01	3.51511e-10	1.16809e-10	4.83868e+06	-1.62070e+08	3.25933e+02	2.98556e-02
5.99968e+00	2.53873e+03	8.28261e+01	2.76455e-10	1.17697e-10	7.34543e+06	-2.25147e+08	3.25934e+02	3.26250e-02
4.28548e+00	2.55866e+03	8.76780e+01	2.09035e-10	1.18621e-10	1.07159e+07	-3.12716e+08	3.25936e+02	3.42672e-02
3.06106e+00	2.58243e+03	8.98801e+01	1.53061e-10	1.19722e-10	1.50967e+07	-4.33757e+08	3.25935e+02	3.48045e-02
2.18647e+00	2.60382e+03	8.86512e+01	1.07834e-10	1.20714e-10	2.05063e+07	-6.02302e+08	3.25936e+02	3.40466e-02
1.56176e+00	2.62489e+03	8.46600e+01	7.35569e-11	1.21691e-10	2.69811e+07	-8.36553e+08	3.25936e+02	3.22527e-02
1.11555e+00	2.64261e+03	7.98096e+01	4.95304e-11	1.22513e-10	3.51380e+07	-1.16347e+09	3.25936e+02	3.02010e-02
7.96819e-01	2.65860e+03	7.56047e+01	3.35149e-11	1.23254e-10	4.60471e+07	-1.61923e+09	3.25937e+02	2.84377e-02
