PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=2.9198e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
3.00000e+06	5.61652e+02	5.50709e+01	9.19121e-05	2.60385e-11	1.97871e+02	-2.01803e+03	2.92017e+02	9.80516e-02
2.14286e+06	5.69271e+02	5.38067e+01	6.41444e-05	2.63917e-11	2.63641e+02	-2.78931e+03	2.92015e+02	9.45184e-02
1.53061e+06	5.79345e+02	5.22247e+01	4.44703e-05	2.68587e-11	3.46173e+02	-3.84021e+03	2.92013e+02	9.01444e-02
1.09329e+06	5.89996e+02	5.08712e+01	3.09413e-05	2.73525e-11	4.55505e+02	-5.28286e+03	2.92011e+02	8.62231e-02
7.80925e+05	6.00130e+02	4.96238e+01	2.15590e-05	2.78223e-11	6.01593e+02	-7.27543e+03	2.92011e+02	8.26884e-02
5.57803e+05	6.10189e+02	4.86238e+01	1.50890e-05	2.82886e-11	7.98662e+02	-1.00225e+04	2.92010e+02	7.96866e-02
3.98431e+05	6.20137e+02	4.77356e+01	1.05810e-05	2.87498e-11	1.06322e+03	-1.38123e+04	2.92009e+02	7.69760e-02
2.84594e+05	6.29971e+02	4.70011e+01	7.44153e-06	2.92058e-11	1.42070e+03	-1.90422e+04	2.92007e+02	7.46084e-02
2.03281e+05	6.39652e+02	4.63667e+01	5.24363e-06	2.96546e-11	1.90379e+03	-2.62637e+04	2.92005e+02	7.24874e-02
1.45201e+05	6.49249e+02	4.57644e+01	3.69680e-06	3.00995e-11	2.55421e+03	-3.62359e+04	2.92005e+02	7.04882e-02
1.03715e+05	6.58736e+02	4.51990e+01	2.60795e-06	3.05393e-11	3.43161e+03	-5.00127e+04	2.92004e+02	6.86148e-02
7.40820e+04	6.68118e+02	4.46565e+01	1.84046e-06	3.09743e-11	4.61532e+03	-6.90511e+04	2.92002e+02	6.68392e-02
5.29157e+04	6.77225e+02	4.41162e+01	1.29871e-06	3.13965e-11	6.21413e+03	-9.53927e+04	2.92000e+02	6.51426e-02
3.77969e+04	6.86292e+02	4.36273e+01	9.17370e-07	3.18168e-11	8.37924e+03	-1.31812e+05	2.92000e+02	6.35696e-02
2.69978e+04	6.95192e+02	4.32486e+01	6.49576e-07	3.22295e-11	1.13352e+04	-1.82205e+05	2.91997e+02	6.22110e-02
1.92842e+04	7.04044e+02	4.29983e+01	4.61297e-07	3.26398e-11	1.53853e+04	-2.51915e+05	2.91995e+02	6.10732e-02
1.37744e+04	7.12817e+02	4.29052e+01	3.28785e-07	3.30465e-11	2.09693e+04	-3.48378e+05	2.91994e+02	6.01911e-02
9.83886e+03	7.21509e+02	4.29566e+01	2.35128e-07	3.34495e-11	2.86905e+04	-4.81891e+05	2.91993e+02	5.95372e-02
7.02775e+03	7.30464e+02	4.30404e+01	1.68276e-07	3.38647e-11	3.92671e+04	-6.66425e+05	2.91992e+02	5.89219e-02
5.01983e+03	7.39320e+02	4.31540e+01	1.20514e-07	3.42752e-11	5.38099e+04	-9.21879e+05	2.91989e+02	5.83698e-02
3.58559e+03	7.48302e+02	4.32846e+01	8.63421e-08	3.46917e-11	7.37632e+04	-1.27522e+06	2.91987e+02	5.78437e-02
2.56114e+03	7.57322e+02	4.33648e+01	6.17872e-08	3.51098e-11	1.01017e+05	-1.76416e+06	2.91985e+02	5.72606e-02
1.82938e+03	7.66351e+02	4.34372e+01	4.42074e-08	3.55284e-11	1.38351e+05	-2.44088e+06	2.91985e+02	5.66805e-02
1.30670e+03	7.75607e+02	4.35662e+01	3.16706e-08	3.59575e-11	1.89668e+05	-3.37665e+06	2.91985e+02	5.61705e-02
9.33358e+02	7.84655e+02	4.36841e+01	2.26830e-08	3.63770e-11	2.60164e+05	-4.67306e+06	2.91981e+02	5.56731e-02
6.66685e+02	7.93592e+02	4.38152e+01	1.62508e-08	3.67913e-11	3.57158e+05	-6.46893e+06	2.91980e+02	5.52113e-02
4.76203e+02	8.02645e+02	4.39806e+01	1.16515e-08	3.72110e-11	4.90673e+05	-8.95477e+06	2.91979e+02	5.47946e-02
3.40145e+02	8.11688e+02	4.45205e+01	8.42469e-09	3.76302e-11	6.79964e+05	-1.23969e+07	2.91975e+02	5.48493e-02
2.42961e+02	8.20621e+02	4.48253e+01	6.05882e-09	3.80444e-11	9.37733e+05	-1.71672e+07	2.91974e+02	5.46236e-02
