PMN-55PSN, 3.5.2023, 13:21
Diameter[mm] 1.000e+00  Thickness[mm] 1.500e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Temp. [K]=3.2996e+02  AC Volt  [Vrms]=3.000e-01
 Freq. [Hz]	 Eps'    	 Eps''   	 Sig' [S/cm]	  Cp' [F]	 Zs' [Ohms]	 Zs'' [Ohms]	M Temp [K]	Tan(Delta)  
4.51748e+01	2.28361e+03	4.47869e+01	1.12558e-09	1.05869e-10	6.52403e+05	-3.32650e+07	3.29949e+02	1.96123e-02
3.22677e+01	2.29197e+03	4.80263e+01	8.62137e-10	1.06257e-10	9.72246e+05	-4.63986e+07	3.29948e+02	2.09542e-02
2.30484e+01	2.30119e+03	5.27543e+01	6.76436e-10	1.06684e-10	1.48305e+06	-6.46920e+07	3.29950e+02	2.29247e-02
1.64631e+01	2.31179e+03	5.81146e+01	5.32263e-10	1.07176e-10	2.26608e+06	-9.01442e+07	3.29949e+02	2.51384e-02
1.17594e+01	2.32485e+03	6.50561e+01	4.25600e-10	1.07781e-10	3.51114e+06	-1.25474e+08	3.29952e+02	2.79830e-02
8.39955e+00	2.34018e+03	7.16050e+01	3.34602e-10	1.08492e-10	5.33895e+06	-1.74486e+08	3.29951e+02	3.05981e-02
5.99968e+00	2.35851e+03	7.73994e+01	2.58342e-10	1.09342e-10	7.95317e+06	-2.42348e+08	3.29950e+02	3.28171e-02
4.28548e+00	2.38038e+03	8.02282e+01	1.91274e-10	1.10356e-10	1.13295e+07	-3.36149e+08	3.29950e+02	3.37039e-02
3.06106e+00	2.40090e+03	8.03327e+01	1.36802e-10	1.11307e-10	1.56120e+07	-4.66595e+08	3.29940e+02	3.34594e-02
2.18647e+00	2.42132e+03	7.68925e+01	9.35313e-11	1.12254e-10	2.05717e+07	-6.47796e+08	3.29936e+02	3.17564e-02
1.56176e+00	2.43825e+03	7.26178e+01	6.30940e-11	1.13039e-10	2.68261e+07	-9.00727e+08	3.29931e+02	2.97827e-02
1.11555e+00	2.45289e+03	6.77046e+01	4.20180e-11	1.13717e-10	3.46031e+07	-1.25365e+09	3.29925e+02	2.76020e-02
7.96819e-01	2.46596e+03	6.39370e+01	2.83427e-11	1.14323e-10	4.52691e+07	-1.74596e+09	3.29923e+02	2.59279e-02
5.69156e-01	2.47821e+03	6.10736e+01	1.93381e-11	1.14891e-10	5.99452e+07	-2.43242e+09	3.29927e+02	2.46442e-02
4.06540e-01	2.48902e+03	5.81313e+01	1.31475e-11	1.15392e-10	7.91926e+07	-3.39081e+09	3.29939e+02	2.33551e-02
2.90386e-01	2.49903e+03	5.67028e+01	9.16029e-12	1.15856e-10	1.07284e+08	-4.72825e+09	3.29966e+02	2.26899e-02
2.07419e-01	2.50781e+03	5.48817e+01	6.33292e-12	1.16263e-10	1.44363e+08	-6.59664e+09	3.30005e+02	2.18843e-02
1.48156e-01	2.51917e+03	5.41528e+01	4.46344e-12	1.16790e-10	1.97631e+08	-9.19377e+09	3.29976e+02	2.14962e-02
1.05826e-01	2.53267e+03	5.31918e+01	3.13160e-12	1.17416e-10	2.68892e+08	-1.28030e+10	3.29921e+02	2.10023e-02
7.55898e-02	2.54275e+03	5.32499e+01	2.23930e-12	1.17883e-10	3.73878e+08	-1.78531e+10	3.29959e+02	2.09419e-02
5.39927e-02	2.55222e+03	5.29685e+01	1.59104e-12	1.18322e-10	5.16809e+08	-2.49018e+10	3.30019e+02	2.07539e-02
3.85662e-02	2.55753e+03	5.24267e+01	1.12483e-12	1.18568e-10	7.13169e+08	-3.47906e+10	3.30025e+02	2.04989e-02
2.75473e-02	2.56696e+03	5.17170e+01	7.92578e-13	1.19005e-10	9.77715e+08	-4.85286e+10	3.29987e+02	2.01472e-02
1.96766e-02	2.57649e+03	5.23718e+01	5.73294e-13	1.19447e-10	1.37589e+09	-6.76883e+10	3.30004e+02	2.03268e-02
1.00000e-02	2.59620e+03	5.11060e+01	2.84316e-13	1.20361e-10	2.60196e+09	-1.32180e+11	3.30002e+02	1.96849e-02
